unit_id,name,faction,points,quality,defense,models,matches,wins,losses,draws,win_rate,game_win_rate
10910,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,22232,14178,92,60.9063,59.263
10909,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,19145,17295,62,52.4492,55.0395
10908,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,24441,12002,59,66.958,62.8944
10907,"Powersuit Guard","MERGED ALL TXT",190,3,3,3,36502,20287,16163,52,55.5778,68.4348
10906,"Powersuit Guard","MERGED ALL TXT",155,3,3,3,36502,18644,17845,13,51.0767,54.9179
10905,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,27461,8979,62,75.2315,69.9631
10904,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,24662,11781,59,67.5634,64.0353
10903,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,18322,18114,66,50.1945,50.6825
10902,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,20331,16117,54,55.6983,60.8502
10901,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,23143,13311,48,63.402,75.8957
10900,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,21869,14574,59,59.9118,57.6144
10899,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,23223,13227,52,63.6212,61.3888
10898,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,25771,10658,73,70.6016,79.3389
10897,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,20852,15564,86,57.1256,55.4495
10896,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,25688,10693,121,70.3742,77.4185
10895,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,26284,10146,72,72.007,68.0997
10894,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,27510,8928,64,75.3657,69.6942
10893,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,25647,10743,112,70.2619,77.6327
10892,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,25468,10950,84,69.7715,65.0421
10891,"Powersuit Guard","MERGED ALL TXT",190,3,3,3,36502,20883,15599,20,57.2106,59.2799
10890,"Powersuit Guard","MERGED ALL TXT",330,3,3,3,36502,29504,6953,45,80.8284,76.0625
10889,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,20636,15805,61,56.5339,57.0656
10888,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,22795,13632,75,62.4486,61.0466
10887,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,26027,10379,96,71.3029,80.1096
10886,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,28783,7632,87,78.8532,74.105
10885,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,26604,9838,60,72.8837,68.302
10884,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,18545,17924,33,50.8054,61.8804
10883,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,20313,16134,55,55.649,60.7172
10882,"Powersuit Guard","MERGED ALL TXT",295,3,3,3,36502,25316,11112,74,69.3551,65.2387
10881,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,26472,9934,96,72.5221,81.1328
10880,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,21565,14863,74,59.079,56.8722
10879,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,24393,12103,6,66.8265,68.8555
10878,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,20214,16230,58,55.3778,53.0855
10877,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,24714,11783,5,67.7059,69.3437
10876,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,22376,14062,64,61.3008,60.7662
10875,"Powersuit Guard","MERGED ALL TXT",210,3,3,3,36502,17343,19098,61,47.5125,48.2447
10874,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,24484,12014,4,67.0758,68.9979
10873,"Powersuit Guard","MERGED ALL TXT",210,3,3,3,36502,20898,15535,69,57.2517,68.2138
10872,"Powersuit Guard","MERGED ALL TXT",160,3,3,3,36502,19699,16800,3,53.9669,58.2046
10871,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,24137,12299,66,66.1251,62.3494
10870,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,24380,12018,104,66.7909,78.1468
10869,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24675,11703,124,67.599,75.3283
10868,"Powersuit Guard","MERGED ALL TXT",210,3,3,3,36502,20465,15989,48,56.0654,53.3514
10867,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,28731,7718,53,78.7108,74.1571
10866,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,25194,11207,101,69.0209,78.3024
10865,"Powersuit Guard","MERGED ALL TXT",310,3,3,3,36502,27488,8936,78,75.3055,70.1196
10864,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,22893,13502,107,62.7171,74.6869
10863,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,22812,13686,4,62.4952,65.8547
10862,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,17957,18502,43,49.1946,52.803
10861,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,25163,11276,63,68.9359,78.5202
10860,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,24449,12047,6,66.9799,68.501
10859,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,22221,14213,68,60.8761,56.7557
10858,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24910,11518,74,68.2428,64.8545
10857,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,24175,12249,78,66.2292,62.9625
10856,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,26257,10150,95,71.933,80.4922
10855,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,23560,12852,90,64.5444,74.5429
10854,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,22079,14408,15,60.4871,62.8391
10853,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,28689,7756,57,78.5957,73.6167
10852,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,25875,10547,80,70.8865,80.0387
10851,"Powersuit Guard","MERGED ALL TXT",210,3,3,3,36502,23305,13189,8,63.8458,65.9464
10850,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,22228,14205,69,60.8953,57.9269
10849,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,24775,11638,89,67.873,77.3343
10848,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24706,11717,79,67.684,64.8169
10847,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,23195,13234,73,63.5445,64.2375
10846,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,25135,11293,74,68.8592,66.1435
10845,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,29117,7336,49,79.7682,74.3269
10844,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24382,12044,76,66.7963,63.2961
10843,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,22742,13756,4,62.3034,65.665
10842,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,22442,13984,76,61.4816,60.1483
10841,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,24571,11865,66,67.3141,66.3903
10840,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,25429,10974,99,69.6647,79.0009
10839,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,27408,9023,71,75.0863,70.4205
10838,"Powersuit Guard","MERGED ALL TXT",315,3,3,3,36502,29803,6640,59,81.6476,75.4201
10837,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,19512,16912,78,53.4546,55.355
10836,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,26602,9775,125,72.8782,79.4701
10835,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,21376,15114,12,58.5612,64.2108
10834,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24979,11425,98,68.4319,79.508
10833,"Powersuit Guard","MERGED ALL TXT",175,3,3,3,36502,21906,14592,4,60.0131,62.7945
10832,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,21032,15419,51,57.6188,61.4262
10831,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,25104,11310,88,68.7743,78.7287
10830,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,19844,16642,16,54.3641,58.0365
10829,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,22390,14032,80,61.3391,60.3683
10828,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,24491,11940,71,67.095,63.2864
10827,"Powersuit Guard","MERGED ALL TXT",315,3,3,3,36502,29989,6461,52,82.1571,76.2935
10826,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,18139,18363,0,49.6932,65.6755
10825,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,25168,11266,68,68.9496,67.2127
10824,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,24992,11449,61,68.4675,64.3175
10823,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,26389,10058,55,72.2947,67.4384
10822,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,24508,11911,83,67.1415,66.0835
10821,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,24244,12169,89,66.4183,76.103
10820,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,25309,11113,80,69.3359,65.4895
10819,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,27461,8974,67,75.2315,69.6426
10818,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,20863,15567,72,57.1558,67.8869
10817,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,23002,13395,105,63.0157,73.2595
10816,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,20312,16128,62,55.6463,53.3294
10815,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,21544,14895,63,59.0214,56.7528
10814,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,20790,15662,50,56.9558,54.717
10813,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,26151,10289,62,71.6426,67.8235
10812,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,24181,12249,72,66.2457,62.9945
10811,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,22115,14382,5,60.5857,62.8647
10810,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,24510,11919,73,67.147,62.9428
10809,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,28974,7463,65,79.3765,73.9205
10808,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,16953,19514,35,46.444,60.8493
10807,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,22713,13658,131,62.224,72.5622
10806,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,20446,15985,71,56.0134,57.0168
10805,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,25760,10657,85,70.5715,79.4788
10804,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,25449,10984,69,69.7195,65.8067
10803,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24891,11525,86,68.1908,65.1123
10802,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,24723,11721,58,67.7305,63.9035
10801,"Powersuit Guard","MERGED ALL TXT",365,3,3,3,36502,30539,5909,54,83.6639,77.7532
10800,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,25074,11338,90,68.6921,78.7018
10799,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,23481,12941,80,64.328,64.4259
10798,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,29275,7164,63,80.2011,74.5514
10797,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,21977,14463,62,60.2077,59.6809
10796,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,26395,10024,83,72.3111,68.285
10795,"Powersuit Guard","MERGED ALL TXT",295,3,3,3,36502,25067,11354,81,68.6729,67.0427
10794,"Powersuit Guard","MERGED ALL TXT",170,3,3,3,36502,18624,17874,4,51.0219,55.3212
10793,"Powersuit Guard","MERGED ALL TXT",180,3,3,3,36502,21421,15080,1,58.6845,63.782
10792,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,29018,7425,59,79.497,74.4192
10791,"Powersuit Guard","MERGED ALL TXT",295,3,3,3,36502,26235,10159,108,71.8728,80.8321
10790,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,25041,11403,58,68.6017,65.89
10789,"Powersuit Guard","MERGED ALL TXT",335,3,3,3,36502,28262,8166,74,77.4259,71.7821
10788,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,22733,13703,66,62.2788,60.8329
10787,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,20759,15702,41,56.8709,54.6098
10786,"Powersuit Guard","MERGED ALL TXT",190,3,3,3,36502,23307,13193,2,63.8513,66.1308
10785,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,23302,13139,61,63.8376,75.1352
10784,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,26495,10002,5,72.5851,73.5119
10783,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,29145,7296,61,79.8449,74.3769
10782,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,21439,15051,12,58.7338,64.4927
10781,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,23531,12911,60,64.465,74.5555
10780,"Powersuit Guard","MERGED ALL TXT",295,3,3,3,36502,26667,9749,86,73.0563,81.3517
10779,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,24656,11788,58,67.547,64.1911
10778,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,28816,7627,59,78.9436,74.3735
10777,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,24612,11809,81,67.4264,78.9801
10776,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,23521,12920,61,64.4376,64.2691
10775,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,23377,13048,77,64.0431,76.1296
10774,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,21653,14736,113,59.32,71.8025
10773,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,25039,11402,61,68.5962,65.7194
10772,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,20862,15567,73,57.153,55.4274
10771,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,24803,11696,3,67.9497,69.4055
10770,"Powersuit Guard","MERGED ALL TXT",285,3,3,3,36502,24856,11565,81,68.0949,64.7894
10769,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,21507,14948,47,58.9201,71.7721
10768,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,24328,12172,2,66.6484,68.21
10767,"Powersuit Guard","MERGED ALL TXT",190,3,3,3,36502,17303,19142,57,47.4029,48.3112
10766,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,26284,10147,71,72.007,67.1788
10765,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,18820,17627,55,51.5588,54.1673
10764,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,23630,12779,93,64.7362,63.2503
10763,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,24175,12264,63,66.2292,63.0978
10762,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,23882,12528,92,65.4266,76.6687
10761,"Powersuit Guard","MERGED ALL TXT",255,3,3,3,36502,20880,15581,41,57.2023,64.7584
10760,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,25350,11147,5,69.4482,70.6771
10759,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,29277,7205,20,80.2066,79.0978
10758,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,20630,15867,5,56.5175,59.3167
10757,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,25191,11240,71,69.0127,65.2289
10756,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,20309,16133,60,55.638,60.5708
10755,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,24215,12174,113,66.3388,74.1636
10754,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,22962,13451,89,62.9061,74.7373
10753,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,22896,13547,59,62.7253,75.5686
10752,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,25601,10836,65,70.1359,66.3265
10751,"Powersuit Guard","MERGED ALL TXT",210,3,3,3,36502,25612,10869,21,70.166,70.7937
10750,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,17564,18883,55,48.1179,48.1461
10749,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,26890,9545,67,73.6672,69.6362
10748,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,20156,16284,62,55.2189,52.9769
10747,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,16765,19694,43,45.929,60.6588
10746,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,22865,13570,67,62.6404,61.4484
10745,"Powersuit Guard","MERGED ALL TXT",215,3,3,3,36502,18540,17912,50,50.7917,61.8473
10744,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,22846,13590,66,62.5884,61.1385
10743,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,26997,9432,73,73.9603,69.9391
10742,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,18128,18312,62,49.663,50.8231
10741,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,26719,9699,84,73.1987,67.9375
10740,"Powersuit Guard","MERGED ALL TXT",300,3,3,3,36502,26614,9785,103,72.9111,79.7834
10739,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,24521,11917,64,67.1771,63.2494
10738,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,26406,10091,5,72.3412,73.2357
10737,"Powersuit Guard","MERGED ALL TXT",270,3,3,3,36502,25404,10973,125,69.5962,79.4404
10736,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,20184,16276,42,55.2956,53.0037
10735,"Powersuit Guard","MERGED ALL TXT",275,3,3,3,36502,22712,13721,69,62.2212,64.3622
10734,"Powersuit Guard","MERGED ALL TXT",305,3,3,3,36502,26637,9801,64,72.9741,68.7653
10733,"Powersuit Guard","MERGED ALL TXT",235,3,3,3,36502,23366,13054,82,64.0129,74.4284
10732,"Powersuit Guard","MERGED ALL TXT",165,3,3,3,36502,20599,15899,4,56.4325,59.2427
10731,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,20362,16071,69,55.7832,68.4757
10730,"Powersuit Guard","MERGED ALL TXT",165,3,3,3,36502,19911,16575,16,54.5477,58.0811
10729,"Powersuit Guard","MERGED ALL TXT",205,3,3,3,36502,24675,11801,26,67.599,69.0884
10728,"Powersuit Guard","MERGED ALL TXT",245,3,3,3,36502,24917,11504,81,68.262,65.1522
10727,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,26092,10338,72,71.481,67.6672
10726,"Powersuit Guard","MERGED ALL TXT",330,3,3,3,36502,29458,6987,57,80.7024,75.744
10725,"Powersuit Guard","MERGED ALL TXT",325,3,3,3,36502,27613,8773,116,75.6479,81.7079
10724,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,18255,18188,59,50.011,50.4793
10723,"Powersuit Guard","MERGED ALL TXT",310,3,3,3,36502,29520,6933,49,80.8723,75.7084
10722,"Powersuit Guard","MERGED ALL TXT",290,3,3,3,36502,25282,11155,65,69.262,66.6572
10721,"Powersuit Guard","MERGED ALL TXT",200,3,3,3,36502,17498,18966,38,47.9371,52.4504
10720,"Powersuit Guard","MERGED ALL TXT",250,3,3,3,36502,19224,17213,65,52.6656,55.2583
10719,"Powersuit Guard","MERGED ALL TXT",240,3,3,3,36502,28979,7519,4,79.3902,79.214
10718,"Powersuit Guard","MERGED ALL TXT",260,3,3,3,36502,23645,12764,93,64.7773,63.1219
10717,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,23616,12868,18,64.6978,66.1813
10716,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,25431,10998,73,69.6702,65.8171
10715,"Powersuit Guard","MERGED ALL TXT",230,3,3,3,36502,25660,10809,33,70.2975,70.658
10714,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,25053,11377,72,68.6346,65.7395
10713,"Powersuit Guard","MERGED ALL TXT",220,3,3,3,36502,18017,18425,60,49.3589,50.4696
10712,"Powersuit Guard","MERGED ALL TXT",225,3,3,3,36502,21861,14580,61,59.8899,57.2679
10711,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,22005,14420,77,60.2844,59.9418
10710,"Powersuit Guard","MERGED ALL TXT",195,3,3,3,36502,24618,11878,6,67.4429,69.0644
10709,"Powersuit Guard","MERGED ALL TXT",330,3,3,3,36502,27409,9016,77,75.089,70.1567
10708,"Powersuit Guard","MERGED ALL TXT",185,3,3,3,36502,20629,15866,7,56.5147,59.3948
10707,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,23580,12835,87,64.5992,63.0473
10706,"Powersuit Guard","MERGED ALL TXT",280,3,3,3,36502,26294,10122,86,72.0344,80.8999
10705,"Powersuit Guard","MERGED ALL TXT",265,3,3,3,36502,24070,12339,93,65.9416,63.6907
10704,"Powersuit Champion","MERGED ALL TXT",105,3,3,1,36502,10454,26046,2,28.6395,33.4881
10703,"Powersuit Champion","MERGED ALL TXT",140,3,3,1,36502,9212,27289,1,25.237,31.3679
10702,"Powersuit Champion","MERGED ALL TXT",190,3,3,1,36502,21748,14718,36,59.5803,61.0904
10701,"Powersuit Champion","MERGED ALL TXT",130,3,3,1,36502,8225,28275,2,22.533,28.5673
10700,"Powersuit Champion","MERGED ALL TXT",145,3,3,1,36502,13184,23318,0,36.1186,37.3265
10699,"Powersuit Champion","MERGED ALL TXT",150,3,3,1,36502,14372,22125,5,39.3732,38.1497
10698,"Powersuit Champion","MERGED ALL TXT",135,3,3,1,36502,13173,23328,1,36.0884,37.4117
10697,"Powersuit Champion","MERGED ALL TXT",130,3,3,1,36502,13164,23333,5,36.0638,35.1513
10696,"Powersuit Champion","MERGED ALL TXT",100,3,3,1,36502,10707,25790,5,29.3326,31.2696
10695,"Powersuit Champion","MERGED ALL TXT",120,3,3,1,36502,11549,24947,6,31.6394,31.2752
10694,"Powersuit Champion","MERGED ALL TXT",125,3,3,1,36502,12043,24458,1,32.9927,34.359
10693,"Powersuit Champion","MERGED ALL TXT",145,3,3,1,36502,9637,26863,2,26.4013,29.3689
10692,"Powersuit Champion","MERGED ALL TXT",115,3,3,1,36502,11412,25089,1,31.264,36.0112
10691,"Powersuit Champion","MERGED ALL TXT",125,3,3,1,36502,8826,27675,1,24.1795,27.602
10690,"Powersuit Champion","MERGED ALL TXT",210,3,3,1,36502,22322,14149,31,61.1528,62.5446
10689,"Powersuit Champion","MERGED ALL TXT",110,3,3,1,36502,11951,24549,2,32.7407,34.125
10688,"Powersuit Champion","MERGED ALL TXT",205,3,3,1,36502,22135,14331,36,60.6405,62.6491
10687,"Powersuit Champion","MERGED ALL TXT",180,3,3,1,36502,20817,15651,34,57.0298,59.3978
10686,"Powersuit Champion","MERGED ALL TXT",130,3,3,1,36502,13251,23251,0,36.3021,37.4701
10685,"Powersuit Champion","MERGED ALL TXT",115,3,3,1,36502,11940,24561,1,32.7105,34.1102
10684,"Mining Titan","MERGED ALL TXT",585,3,2,1,36502,35388,1113,1,96.9481,96.9011
10683,"Miners","MERGED ALL TXT",130,4,5,5,36502,9658,26803,41,26.4588,24.9862
10682,"Miners","MERGED ALL TXT",120,4,5,5,36502,7578,28914,10,20.7605,22.914
10681,"Miners","MERGED ALL TXT",150,4,5,5,36502,9195,27204,103,25.1904,27.7902
10680,"Miners","MERGED ALL TXT",145,4,5,5,36502,8796,27597,109,24.0973,27.4917
10679,"Miners","MERGED ALL TXT",145,4,5,5,36502,8890,27510,102,24.3548,28.3808
10678,"Miners","MERGED ALL TXT",135,4,5,5,36502,7687,28724,91,21.0591,24.565
10677,"Miners","MERGED ALL TXT",130,4,5,5,36502,9543,26922,37,26.1438,24.7905
10676,"Miners","MERGED ALL TXT",140,4,5,5,36502,6930,29464,108,18.9853,24.0438
10675,"Miners","MERGED ALL TXT",140,4,5,5,36502,10854,25611,37,29.7354,28.3739
10674,"Miners","MERGED ALL TXT",130,4,5,5,36502,9539,26936,27,26.1328,24.7568
10673,"Miners","MERGED ALL TXT",135,4,5,5,36502,8376,28085,41,22.9467,23.8135
10672,"Miners","MERGED ALL TXT",140,4,5,5,36502,10230,26236,36,28.0259,27.657
10671,"Miners","MERGED ALL TXT",130,4,5,5,36502,10284,26164,54,28.1738,27.8983
10670,"Miners","MERGED ALL TXT",125,4,5,5,36502,7486,28978,38,20.5085,20.6685
10669,"Miners","MERGED ALL TXT",110,4,5,5,36502,9309,27187,6,25.5027,28.3526
10668,"Miners","MERGED ALL TXT",140,4,5,5,36502,10332,26123,47,28.3053,27.8661
10667,"Miners","MERGED ALL TXT",135,4,5,5,36502,8479,27979,44,23.2289,23.9967
10666,"Miners","MERGED ALL TXT",130,4,5,5,36502,5721,30697,84,15.6731,20.4172
10665,"Miners","MERGED ALL TXT",125,4,5,5,36502,10922,25571,9,29.9216,32.5802
10664,"Miners","MERGED ALL TXT",135,4,5,5,36502,8349,28096,57,22.8727,23.9951
10663,"Miners","MERGED ALL TXT",115,4,5,5,36502,8290,28210,2,22.7111,23.6788
10662,"Miners","MERGED ALL TXT",150,4,5,5,36502,9280,27130,92,25.4233,28.3045
10661,"Miners","MERGED ALL TXT",135,4,5,5,36502,8856,27583,63,24.2617,24.1434
10660,"Miners","MERGED ALL TXT",135,4,5,5,36502,8909,27562,31,24.4069,24.0357
10659,"Miners","MERGED ALL TXT",135,4,5,5,36502,8875,27585,42,24.3137,24.053
10658,"Miners","MERGED ALL TXT",135,4,5,5,36502,8972,27493,37,24.5795,24.1374
10657,"Miners","MERGED ALL TXT",140,4,5,5,36502,8501,27958,43,23.2891,23.8468
10656,"Miners","MERGED ALL TXT",130,4,5,5,36502,5749,30681,72,15.7498,20.2696
10655,"Miners","MERGED ALL TXT",135,4,5,5,36502,8373,28086,43,22.9385,23.8541
10654,"Miners","MERGED ALL TXT",130,4,5,5,36502,7832,28630,40,21.4564,20.7655
10653,"Miners","MERGED ALL TXT",135,4,5,5,36502,8883,27567,52,24.3357,24.1427
10652,"Miners","MERGED ALL TXT",120,4,5,5,36502,10120,26376,6,27.7245,30.4066
10651,"Miners","MERGED ALL TXT",145,4,5,5,36502,11058,25419,25,30.2942,28.0435
10650,"Miners","MERGED ALL TXT",135,4,5,5,36502,9302,27157,43,25.4835,24.9153
10649,"Miners","MERGED ALL TXT",125,4,5,5,36502,11404,25081,17,31.2421,33.3425
10648,"Miners","MERGED ALL TXT",120,4,5,5,36502,8986,27473,43,24.6178,24.6626
10647,"Miners","MERGED ALL TXT",115,4,5,5,36502,8255,28242,5,22.6152,23.8145
10646,"Miners","MERGED ALL TXT",140,4,5,5,36502,9155,27313,34,25.0808,24.0512
10645,"Miners","MERGED ALL TXT",135,4,5,5,36502,9288,27163,51,25.4452,24.7931
10644,"Miners","MERGED ALL TXT",110,4,5,5,36502,6444,30047,11,17.6538,19.6885
10643,"Miners","MERGED ALL TXT",130,4,5,5,36502,13036,23451,15,35.7131,43.0966
